,seed,num_clf_data,alpha,method,avg_set_size,coverage_rate,accuracy
64,0,50,0.02,rand_aps,1.5299999713897705,0.9700000286102295,0.91
65,0,50,0.05,rand_aps,1.5699999332427979,0.9700000286102295,0.91
66,0,50,0.1,rand_aps,1.2200000286102295,0.9599999785423279,0.91
67,0,50,0.2,rand_aps,1.090000033378601,0.8799999952316284,0.91
68,0,50,0.02,aps,2.919999837875366,1.0,0.91
69,0,50,0.05,aps,1.6699999570846558,0.9599999785423279,0.91
70,0,50,0.1,aps,1.5199999809265137,0.8999999761581421,0.91
71,0,50,0.2,aps,1.3899999856948853,0.8199999928474426,0.91
72,0,50,0.02,thr,1.6200000047683716,0.9900000095367432,0.91
73,0,50,0.05,thr,1.4299999475479126,0.9800000190734863,0.91
74,0,50,0.1,thr,1.1299999952316284,0.9599999785423279,0.91
75,0,50,0.2,thr,0.949999988079071,0.8899999856948853,0.91
76,0,50,0.02,ranker,2.2799999713897705,1.0,0.91
77,0,50,0.05,ranker,1.4299999475479126,0.9700000286102295,0.91
78,0,50,0.1,ranker,1.149999976158142,0.9200000166893005,0.91
79,0,50,0.2,ranker,0.9099999666213989,0.8399999737739563,0.91
80,0,100,0.02,rand_aps,2.009999990463257,1.0,0.89
81,0,100,0.05,rand_aps,1.4900000095367432,0.9700000286102295,0.89
82,0,100,0.1,rand_aps,1.2899999618530273,0.9100000262260437,0.89
83,0,100,0.2,rand_aps,0.9899999499320984,0.8299999833106995,0.89
84,0,100,0.02,aps,2.8899998664855957,1.0,0.89
85,0,100,0.05,aps,1.7899999618530273,0.9700000286102295,0.89
86,0,100,0.1,aps,1.6999999284744263,0.9200000166893005,0.89
87,0,100,0.2,aps,1.2300000190734863,0.8299999833106995,0.89
88,0,100,0.02,thr,1.7400000095367432,0.9900000095367432,0.89
89,0,100,0.05,thr,1.2999999523162842,0.9599999785423279,0.89
90,0,100,0.1,thr,1.1299999952316284,0.949999988079071,0.89
91,0,100,0.2,thr,0.9399999976158142,0.8700000047683716,0.89
92,0,100,0.02,ranker,1.5399999618530273,0.9900000095367432,0.89
93,0,100,0.05,ranker,1.5,0.9900000095367432,0.89
94,0,100,0.1,ranker,1.1399999856948853,0.9200000166893005,0.89
95,0,100,0.2,ranker,0.9300000071525574,0.8500000238418579,0.89
96,0,150,0.02,rand_aps,2.2100000381469727,0.9900000095367432,0.91
97,0,150,0.05,rand_aps,1.3399999141693115,0.9300000071525574,0.91
98,0,150,0.1,rand_aps,1.1999999284744263,0.8999999761581421,0.91
99,0,150,0.2,rand_aps,0.8799999952316284,0.7300000190734863,0.91
100,0,150,0.02,aps,2.9099998474121094,1.0,0.91
101,0,150,0.05,aps,2.2300000190734863,0.9800000190734863,0.91
102,0,150,0.1,aps,1.7300000190734863,0.9200000166893005,0.91
103,0,150,0.2,aps,1.3399999141693115,0.8399999737739563,0.91
104,0,150,0.02,thr,1.7699999809265137,1.0,0.91
105,0,150,0.05,thr,1.3299999237060547,0.949999988079071,0.91
106,0,150,0.1,thr,1.209999918937683,0.949999988079071,0.91
107,0,150,0.2,thr,0.9099999666213989,0.8600000143051147,0.91
108,0,150,0.02,ranker,1.8700000047683716,0.9900000095367432,0.91
109,0,150,0.05,ranker,1.5699999332427979,0.9900000095367432,0.91
110,0,150,0.1,ranker,1.1999999284744263,0.949999988079071,0.91
111,0,150,0.2,ranker,0.9099999666213989,0.8500000238418579,0.91
112,1,10,0.02,rand_aps,2.990000009536743,1.0,0.36
113,1,10,0.05,rand_aps,2.8899998664855957,0.9700000286102295,0.36
114,1,10,0.1,rand_aps,2.7200000286102295,0.9399999976158142,0.36
115,1,10,0.2,rand_aps,2.3399999141693115,0.7799999713897705,0.36
116,1,10,0.02,aps,2.8999998569488525,0.949999988079071,0.36
117,1,10,0.05,aps,2.8999998569488525,0.949999988079071,0.36
118,1,10,0.1,aps,2.8999998569488525,0.949999988079071,0.36
119,1,10,0.2,aps,2.8999998569488525,0.949999988079071,0.36
120,1,10,0.02,thr,2.990000009536743,1.0,0.36
121,1,10,0.05,thr,2.990000009536743,1.0,0.36
122,1,10,0.1,thr,2.8999998569488525,0.9399999976158142,0.36
123,1,10,0.2,thr,2.5999999046325684,0.7799999713897705,0.36
124,1,10,0.02,ranker,1.8199999332427979,1.0,0.36
125,1,10,0.05,ranker,1.409999966621399,0.9599999785423279,0.36
126,1,10,0.1,ranker,1.209999918937683,0.9100000262260437,0.36
127,1,10,0.2,ranker,0.9899999499320984,0.8399999737739563,0.36
128,1,20,0.02,rand_aps,2.2200000286102295,0.9900000095367432,0.85
129,1,20,0.05,rand_aps,1.5499999523162842,0.9599999785423279,0.85
130,1,20,0.1,rand_aps,1.5999999046325684,0.9399999976158142,0.85
131,1,20,0.2,rand_aps,1.100000023841858,0.7699999809265137,0.85
132,1,20,0.02,aps,2.8499999046325684,0.9900000095367432,0.85
133,1,20,0.05,aps,1.7699999809265137,0.9700000286102295,0.85
134,1,20,0.1,aps,1.5699999332427979,0.9599999785423279,0.85
135,1,20,0.2,aps,1.399999976158142,0.9100000262260437,0.85
136,1,20,0.02,thr,1.8799999952316284,0.9700000286102295,0.85
137,1,20,0.05,thr,1.5499999523162842,0.9599999785423279,0.85
138,1,20,0.1,thr,1.3700000047683716,0.9399999976158142,0.85
139,1,20,0.2,thr,0.9599999785423279,0.8100000023841858,0.85
140,1,20,0.02,ranker,1.7300000190734863,0.9900000095367432,0.85
141,1,20,0.05,ranker,1.6299999952316284,0.9900000095367432,0.85
142,1,20,0.1,ranker,1.1299999952316284,0.9100000262260437,0.85
143,1,20,0.2,ranker,0.8700000047683716,0.7799999713897705,0.85
144,1,30,0.02,rand_aps,2.3399999141693115,1.0,0.89
145,1,30,0.05,rand_aps,1.459999918937683,0.949999988079071,0.89
146,1,30,0.1,rand_aps,1.1299999952316284,0.8600000143051147,0.89
147,1,30,0.2,rand_aps,1.0399999618530273,0.8600000143051147,0.89
148,1,30,0.02,aps,1.96999990940094,0.9900000095367432,0.89
149,1,30,0.05,aps,1.5799999237060547,0.9700000286102295,0.89
150,1,30,0.1,aps,1.2799999713897705,0.9399999976158142,0.89
151,1,30,0.2,aps,1.1100000143051147,0.7799999713897705,0.89
152,1,30,0.02,thr,2.0299999713897705,1.0,0.89
153,1,30,0.05,thr,1.3199999332427979,0.949999988079071,0.89
154,1,30,0.1,thr,1.100000023841858,0.9399999976158142,0.89
155,1,30,0.2,thr,0.8899999856948853,0.8100000023841858,0.89
156,1,30,0.02,ranker,1.6200000047683716,1.0,0.89
157,1,30,0.05,ranker,1.2599999904632568,0.9599999785423279,0.89
158,1,30,0.1,ranker,1.0099999904632568,0.8899999856948853,0.89
159,1,30,0.2,ranker,0.8999999761581421,0.8500000238418579,0.89
160,1,40,0.02,rand_aps,1.8499999046325684,0.9800000190734863,0.89
161,1,40,0.05,rand_aps,1.8899999856948853,1.0,0.89
162,1,40,0.1,rand_aps,1.2799999713897705,0.9100000262260437,0.89
163,1,40,0.2,rand_aps,0.9799999594688416,0.7900000214576721,0.89
164,1,40,0.02,aps,2.2899999618530273,1.0,0.89
165,1,40,0.05,aps,1.5699999332427979,0.9599999785423279,0.89
166,1,40,0.1,aps,1.5099999904632568,0.9599999785423279,0.89
167,1,40,0.2,aps,1.25,0.8799999952316284,0.89
168,1,40,0.02,thr,1.9399999380111694,1.0,0.89
169,1,40,0.05,thr,1.5299999713897705,0.949999988079071,0.89
170,1,40,0.1,thr,1.1899999380111694,0.9300000071525574,0.89
171,1,40,0.2,thr,0.85999995470047,0.7900000214576721,0.89
172,1,40,0.02,ranker,1.9399999380111694,1.0,0.89
173,1,40,0.05,ranker,1.4800000190734863,0.9900000095367432,0.89
174,1,40,0.1,ranker,1.0799999237060547,0.9300000071525574,0.89
175,1,40,0.2,ranker,0.8799999952316284,0.8199999928474426,0.89
176,1,50,0.02,rand_aps,1.5699999332427979,0.9700000286102295,0.88
177,1,50,0.05,rand_aps,1.399999976158142,0.9599999785423279,0.88
178,1,50,0.1,rand_aps,1.1699999570846558,0.8999999761581421,0.88
179,1,50,0.2,rand_aps,0.9599999785423279,0.800000011920929,0.88
180,1,50,0.02,aps,1.9900000095367432,0.9900000095367432,0.88
181,1,50,0.05,aps,1.5099999904632568,0.949999988079071,0.88
182,1,50,0.1,aps,1.2699999809265137,0.9200000166893005,0.88
183,1,50,0.2,aps,1.059999942779541,0.7300000190734863,0.88
184,1,50,0.02,thr,1.7599999904632568,1.0,0.88
185,1,50,0.05,thr,1.25,0.9599999785423279,0.88
186,1,50,0.1,thr,1.0299999713897705,0.8999999761581421,0.88
187,1,50,0.2,thr,0.9300000071525574,0.8600000143051147,0.88
188,1,50,0.02,ranker,1.7799999713897705,1.0,0.88
189,1,50,0.05,ranker,1.350000023841858,0.9599999785423279,0.88
190,1,50,0.1,ranker,1.0799999237060547,0.9200000166893005,0.88
191,1,50,0.2,ranker,0.9599999785423279,0.8700000047683716,0.88
192,1,100,0.02,rand_aps,2.419999837875366,1.0,0.84
193,1,100,0.05,rand_aps,1.6699999570846558,0.9599999785423279,0.84
194,1,100,0.1,rand_aps,1.46999990940094,0.949999988079071,0.84
195,1,100,0.2,rand_aps,1.0399999618530273,0.8100000023841858,0.84
196,1,100,0.02,aps,2.8499999046325684,1.0,0.84
197,1,100,0.05,aps,1.7300000190734863,0.9300000071525574,0.84
198,1,100,0.1,aps,1.5899999141693115,0.9100000262260437,0.84
199,1,100,0.2,aps,1.0699999332427979,0.7599999904632568,0.84
200,1,100,0.02,thr,2.119999885559082,1.0,0.84
201,1,100,0.05,thr,1.6100000143051147,0.9700000286102295,0.84
202,1,100,0.1,thr,1.2300000190734863,0.9399999976158142,0.84
203,1,100,0.2,thr,0.9899999499320984,0.8399999737739563,0.84
204,1,100,0.02,ranker,1.659999966621399,0.9900000095367432,0.84
205,1,100,0.05,ranker,1.209999918937683,0.949999988079071,0.84
206,1,100,0.1,ranker,1.0699999332427979,0.9100000262260437,0.84
207,1,100,0.2,ranker,0.9099999666213989,0.8299999833106995,0.84
208,1,150,0.02,rand_aps,2.25,1.0,0.86
209,1,150,0.05,rand_aps,1.709999918937683,0.9800000190734863,0.86
210,1,150,0.1,rand_aps,1.0,0.800000011920929,0.86
211,1,150,0.2,rand_aps,0.9899999499320984,0.8100000023841858,0.86
212,1,150,0.02,aps,2.8899998664855957,1.0,0.86
213,1,150,0.05,aps,1.7400000095367432,0.9800000190734863,0.86
214,1,150,0.1,aps,1.649999976158142,0.9599999785423279,0.86
215,1,150,0.2,aps,1.459999918937683,0.8700000047683716,0.86
216,1,150,0.02,thr,1.6799999475479126,0.9900000095367432,0.86
217,1,150,0.05,thr,1.2400000095367432,0.9599999785423279,0.86
218,1,150,0.1,thr,1.0799999237060547,0.8999999761581421,0.86
219,1,150,0.2,thr,0.8899999856948853,0.8100000023841858,0.86
220,1,150,0.02,ranker,1.7300000190734863,1.0,0.86
221,1,150,0.05,ranker,1.2400000095367432,0.9599999785423279,0.86
222,1,150,0.1,ranker,1.059999942779541,0.8999999761581421,0.86
223,1,150,0.2,ranker,0.9199999570846558,0.8399999737739563,0.86
224,2,10,0.02,rand_aps,2.9600000381469727,0.9800000190734863,0.28
225,2,10,0.05,rand_aps,2.740000009536743,0.8700000047683716,0.28
226,2,10,0.1,rand_aps,2.75,0.9599999785423279,0.28
227,2,10,0.2,rand_aps,2.299999952316284,0.8500000238418579,0.28
228,2,10,0.02,aps,2.950000047683716,0.9800000190734863,0.28
229,2,10,0.05,aps,2.950000047683716,0.9800000190734863,0.28
230,2,10,0.1,aps,2.950000047683716,0.9800000190734863,0.28
231,2,10,0.2,aps,2.1499998569488525,0.7599999904632568,0.28
232,2,10,0.02,thr,2.669999837875366,0.9800000190734863,0.28
233,2,10,0.05,thr,2.549999952316284,0.949999988079071,0.28
234,2,10,0.1,thr,2.3299999237060547,0.8500000238418579,0.28
235,2,10,0.2,thr,2.169999837875366,0.7699999809265137,0.28
236,2,10,0.02,ranker,1.9399999380111694,0.9900000095367432,0.28
237,2,10,0.05,ranker,1.4900000095367432,0.9300000071525574,0.28
238,2,10,0.1,ranker,1.3899999856948853,0.9100000262260437,0.28
239,2,10,0.2,ranker,0.8999999761581421,0.800000011920929,0.28
240,2,20,0.02,rand_aps,2.9700000286102295,0.9800000190734863,0.27
241,2,20,0.05,rand_aps,2.7200000286102295,0.8700000047683716,0.27
242,2,20,0.1,rand_aps,2.609999895095825,0.8999999761581421,0.27
243,2,20,0.2,rand_aps,2.3299999237060547,0.7300000190734863,0.27
244,2,20,0.02,aps,2.9800000190734863,0.9800000190734863,0.27
245,2,20,0.05,aps,2.9800000190734863,0.9800000190734863,0.27
246,2,20,0.1,aps,2.9800000190734863,0.9800000190734863,0.27
247,2,20,0.2,aps,2.9800000190734863,0.9800000190734863,0.27
248,2,20,0.02,thr,2.5999999046325684,0.9800000190734863,0.27
249,2,20,0.05,thr,2.4700000286102295,0.9800000190734863,0.27
250,2,20,0.1,thr,2.319999933242798,0.8700000047683716,0.27
251,2,20,0.2,thr,2.180000066757202,0.7599999904632568,0.27
252,2,20,0.02,ranker,2.1499998569488525,0.9900000095367432,0.27
253,2,20,0.05,ranker,1.5899999141693115,0.949999988079071,0.27
254,2,20,0.1,ranker,1.1699999570846558,0.8899999856948853,0.27
255,2,20,0.2,ranker,0.9399999976158142,0.800000011920929,0.27
256,2,30,0.02,rand_aps,2.8499999046325684,0.9399999976158142,0.27
257,2,30,0.05,rand_aps,2.809999942779541,0.9300000071525574,0.27
258,2,30,0.1,rand_aps,2.740000009536743,0.9200000166893005,0.27
259,2,30,0.2,rand_aps,2.1599998474121094,0.7200000286102295,0.27
260,2,30,0.02,aps,3.0,1.0,0.27
261,2,30,0.05,aps,2.93999981880188,0.9599999785423279,0.27
262,2,30,0.1,aps,2.93999981880188,0.9599999785423279,0.27
263,2,30,0.2,aps,2.93999981880188,0.9599999785423279,0.27
264,2,30,0.02,thr,2.669999837875366,0.9700000286102295,0.27
265,2,30,0.05,thr,2.5199999809265137,0.9100000262260437,0.27
266,2,30,0.1,thr,2.379999876022339,0.8700000047683716,0.27
267,2,30,0.2,thr,2.1499998569488525,0.7400000095367432,0.27
268,2,30,0.02,ranker,1.9199999570846558,0.9900000095367432,0.27
269,2,30,0.05,ranker,1.5499999523162842,0.9599999785423279,0.27
270,2,30,0.1,ranker,1.1100000143051147,0.8700000047683716,0.27
271,2,30,0.2,ranker,0.8700000047683716,0.800000011920929,0.27
272,2,40,0.02,rand_aps,1.9299999475479126,0.9900000095367432,0.84
273,2,40,0.05,rand_aps,1.4499999284744263,0.949999988079071,0.84
274,2,40,0.1,rand_aps,1.090000033378601,0.800000011920929,0.84
275,2,40,0.2,rand_aps,1.1899999380111694,0.8700000047683716,0.84
276,2,40,0.02,aps,2.879999876022339,0.9900000095367432,0.84
277,2,40,0.05,aps,1.4499999284744263,0.9100000262260437,0.84
278,2,40,0.1,aps,1.2899999618530273,0.8700000047683716,0.84
279,2,40,0.2,aps,1.1299999952316284,0.8100000023841858,0.84
280,2,40,0.02,thr,1.7799999713897705,0.9900000095367432,0.84
281,2,40,0.05,thr,1.5099999904632568,0.9700000286102295,0.84
282,2,40,0.1,thr,1.25,0.9100000262260437,0.84
283,2,40,0.2,thr,0.9099999666213989,0.800000011920929,0.84
284,2,40,0.02,ranker,1.8299999237060547,0.9900000095367432,0.84
285,2,40,0.05,ranker,1.4499999284744263,0.949999988079071,0.84
286,2,40,0.1,ranker,1.1799999475479126,0.8899999856948853,0.84
287,2,40,0.2,ranker,0.8799999952316284,0.800000011920929,0.84
288,2,50,0.02,rand_aps,1.75,0.9900000095367432,0.85
289,2,50,0.05,rand_aps,1.5299999713897705,0.9700000286102295,0.85
290,2,50,0.1,rand_aps,1.46999990940094,0.9599999785423279,0.85
291,2,50,0.2,rand_aps,1.1299999952316284,0.800000011920929,0.85
292,2,50,0.02,aps,2.8399999141693115,0.9900000095367432,0.85
293,2,50,0.05,aps,1.4900000095367432,0.949999988079071,0.85
294,2,50,0.1,aps,1.309999942779541,0.8799999952316284,0.85
295,2,50,0.2,aps,1.2200000286102295,0.8299999833106995,0.85
296,2,50,0.02,thr,1.75,0.9900000095367432,0.85
297,2,50,0.05,thr,1.5099999904632568,0.9599999785423279,0.85
298,2,50,0.1,thr,1.3199999332427979,0.9399999976158142,0.85
299,2,50,0.2,thr,0.949999988079071,0.8199999928474426,0.85
300,2,50,0.02,ranker,1.8799999952316284,0.9900000095367432,0.85
301,2,50,0.05,ranker,1.4399999380111694,0.9399999976158142,0.85
302,2,50,0.1,ranker,1.1999999284744263,0.9100000262260437,0.85
303,2,50,0.2,ranker,0.8799999952316284,0.800000011920929,0.85
304,2,100,0.02,rand_aps,1.8399999141693115,0.9900000095367432,0.86
305,2,100,0.05,rand_aps,1.5699999332427979,0.9700000286102295,0.86
306,2,100,0.1,rand_aps,1.1200000047683716,0.8600000143051147,0.86
307,2,100,0.2,rand_aps,1.0199999809265137,0.8100000023841858,0.86
308,2,100,0.02,aps,2.299999952316284,0.9900000095367432,0.86
309,2,100,0.05,aps,1.5,0.9700000286102295,0.86
310,2,100,0.1,aps,1.46999990940094,0.949999988079071,0.86
311,2,100,0.2,aps,1.350000023841858,0.8600000143051147,0.86
312,2,100,0.02,thr,1.7400000095367432,0.9800000190734863,0.86
313,2,100,0.05,thr,1.350000023841858,0.9599999785423279,0.86
314,2,100,0.1,thr,1.209999918937683,0.9399999976158142,0.86
315,2,100,0.2,thr,0.9099999666213989,0.8399999737739563,0.86
316,2,100,0.02,ranker,1.9299999475479126,0.9900000095367432,0.86
317,2,100,0.05,ranker,1.5699999332427979,0.949999988079071,0.86
318,2,100,0.1,ranker,1.1699999570846558,0.8899999856948853,0.86
319,2,100,0.2,ranker,0.9799999594688416,0.8500000238418579,0.86
320,2,150,0.02,rand_aps,1.8899999856948853,0.9800000190734863,0.88
321,2,150,0.05,rand_aps,1.5099999904632568,0.9700000286102295,0.88
322,2,150,0.1,rand_aps,1.409999966621399,0.949999988079071,0.88
323,2,150,0.2,rand_aps,1.0699999332427979,0.8299999833106995,0.88
324,2,150,0.02,aps,2.919999837875366,1.0,0.88
325,2,150,0.05,aps,1.7899999618530273,0.9700000286102295,0.88
326,2,150,0.1,aps,1.7400000095367432,0.949999988079071,0.88
327,2,150,0.2,aps,1.5999999046325684,0.8500000238418579,0.88
328,2,150,0.02,thr,1.6200000047683716,0.9800000190734863,0.88
329,2,150,0.05,thr,1.459999918937683,0.9800000190734863,0.88
330,2,150,0.1,thr,1.2799999713897705,0.9399999976158142,0.88
331,2,150,0.2,thr,0.8999999761581421,0.8100000023841858,0.88
332,2,150,0.02,ranker,1.909999966621399,0.9700000286102295,0.88
333,2,150,0.05,ranker,1.7599999904632568,0.9700000286102295,0.88
334,2,150,0.1,ranker,1.3799999952316284,0.9200000166893005,0.88
335,2,150,0.2,ranker,1.0799999237060547,0.8299999833106995,0.88
336,3,10,0.02,rand_aps,2.9800000190734863,1.0,0.53
337,3,10,0.05,rand_aps,2.75,0.9300000071525574,0.53
338,3,10,0.1,rand_aps,2.669999837875366,0.8399999737739563,0.53
339,3,10,0.2,rand_aps,2.4800000190734863,0.7900000214576721,0.53
340,3,10,0.02,aps,3.0,1.0,0.53
341,3,10,0.05,aps,2.919999837875366,0.9800000190734863,0.53
342,3,10,0.1,aps,2.919999837875366,0.9800000190734863,0.53
343,3,10,0.2,aps,2.919999837875366,0.9800000190734863,0.53
344,3,10,0.02,thr,2.8899998664855957,0.9800000190734863,0.53
345,3,10,0.05,thr,2.690000057220459,0.9399999976158142,0.53
346,3,10,0.1,thr,2.429999828338623,0.8700000047683716,0.53
347,3,10,0.2,thr,2.169999837875366,0.75,0.53
348,3,10,0.02,ranker,2.7100000381469727,1.0,0.53
349,3,10,0.05,ranker,1.959999918937683,0.9800000190734863,0.53
350,3,10,0.1,ranker,1.3299999237060547,0.9200000166893005,0.53
351,3,10,0.2,ranker,0.949999988079071,0.800000011920929,0.53
352,3,20,0.02,rand_aps,2.4099998474121094,0.9900000095367432,0.78
353,3,20,0.05,rand_aps,1.9299999475479126,0.9900000095367432,0.78
354,3,20,0.1,rand_aps,1.399999976158142,0.9200000166893005,0.78
355,3,20,0.2,rand_aps,1.1999999284744263,0.8199999928474426,0.78
356,3,20,0.02,aps,2.919999837875366,1.0,0.78
357,3,20,0.05,aps,1.7400000095367432,0.9599999785423279,0.78
358,3,20,0.1,aps,1.5499999523162842,0.9200000166893005,0.78
359,3,20,0.2,aps,1.309999942779541,0.7900000214576721,0.78
360,3,20,0.02,thr,2.4600000381469727,0.9900000095367432,0.78
361,3,20,0.05,thr,1.709999918937683,0.9800000190734863,0.78
362,3,20,0.1,thr,1.25,0.9100000262260437,0.78
363,3,20,0.2,thr,1.0,0.7900000214576721,0.78
364,3,20,0.02,ranker,2.490000009536743,1.0,0.78
365,3,20,0.05,ranker,1.6100000143051147,0.9900000095367432,0.78
366,3,20,0.1,ranker,1.25,0.9399999976158142,0.78
367,3,20,0.2,ranker,0.9099999666213989,0.8100000023841858,0.78
368,3,30,0.02,rand_aps,2.240000009536743,0.9900000095367432,0.77
369,3,30,0.05,rand_aps,1.7599999904632568,0.9399999976158142,0.77
370,3,30,0.1,rand_aps,1.649999976158142,0.9200000166893005,0.77
371,3,30,0.2,rand_aps,1.209999918937683,0.800000011920929,0.77
372,3,30,0.02,aps,2.9099998474121094,0.9900000095367432,0.77
373,3,30,0.05,aps,1.709999918937683,0.9300000071525574,0.77
374,3,30,0.1,aps,1.5199999809265137,0.8700000047683716,0.77
375,3,30,0.2,aps,1.4499999284744263,0.8299999833106995,0.77
376,3,30,0.02,thr,2.309999942779541,0.9800000190734863,0.77
377,3,30,0.05,thr,1.8899999856948853,0.9700000286102295,0.77
378,3,30,0.1,thr,1.309999942779541,0.9100000262260437,0.77
379,3,30,0.2,thr,1.0499999523162842,0.8199999928474426,0.77
380,3,30,0.02,ranker,2.5,1.0,0.77
381,3,30,0.05,ranker,1.409999966621399,0.9599999785423279,0.77
382,3,30,0.1,ranker,1.2699999809265137,0.9300000071525574,0.77
383,3,30,0.2,ranker,0.9099999666213989,0.800000011920929,0.77
384,3,40,0.02,rand_aps,2.75,1.0,0.86
385,3,40,0.05,rand_aps,1.7699999809265137,0.9399999976158142,0.86
386,3,40,0.1,rand_aps,1.3600000143051147,0.8899999856948853,0.86
387,3,40,0.2,rand_aps,1.159999966621399,0.8799999952316284,0.86
388,3,40,0.02,aps,2.8899998664855957,1.0,0.86
389,3,40,0.05,aps,1.809999942779541,0.949999988079071,0.86
390,3,40,0.1,aps,1.5999999046325684,0.9200000166893005,0.86
391,3,40,0.2,aps,1.309999942779541,0.8100000023841858,0.86
392,3,40,0.02,thr,1.8899999856948853,0.9800000190734863,0.86
393,3,40,0.05,thr,1.5099999904632568,0.9399999976158142,0.86
394,3,40,0.1,thr,1.2899999618530273,0.9200000166893005,0.86
395,3,40,0.2,thr,0.9699999690055847,0.8399999737739563,0.86
396,3,40,0.02,ranker,1.659999966621399,0.9700000286102295,0.86
397,3,40,0.05,ranker,1.5099999904632568,0.9599999785423279,0.86
398,3,40,0.1,ranker,1.1799999475479126,0.9399999976158142,0.86
399,3,40,0.2,ranker,0.8700000047683716,0.7599999904632568,0.86
